Time,Close
2024-03-29 00:00:00,677.3989
2024-03-29 01:00:00,679.1648
2024-03-29 02:00:00,681.6684
2024-03-29 03:00:00,676.6143
2024-03-29 04:00:00,679.73517
2024-03-29 05:00:00,676.8603
2024-03-29 06:00:00,684.6555
2024-03-29 07:00:00,686.77747
2024-03-29 08:00:00,680.66205
2024-03-29 09:00:00,685.4723
2024-03-29 10:00:00,682.45483
2024-03-29 11:00:00,678.11053
2024-03-29 12:00:00,682.4102
2024-03-29 13:00:00,675.9279
2024-03-29 14:00:00,677.3781
2024-03-29 15:00:00,679.58325
2024-03-29 16:00:00,681.45807
2024-03-29 17:00:00,677.14575
2024-03-29 18:00:00,678.5331
2024-03-29 19:00:00,676.0345
2024-03-29 20:00:00,675.7302
2024-03-29 21:00:00,673.65906
2024-03-29 22:00:00,674.99176
2024-03-29 23:00:00,680.5423
2024-03-30 00:00:00,674.59625
2024-03-30 01:00:00,678.62616
2024-03-30 02:00:00,678.6806
2024-03-30 03:00:00,677.9748
2024-03-30 04:00:00,676.56165
2024-03-30 05:00:00,674.64795
2024-03-30 06:00:00,678.6974
2024-03-30 07:00:00,680.27216
2024-03-30 08:00:00,680.8813
2024-03-30 09:00:00,686.35767
2024-03-30 10:00:00,690.29553
2024-03-30 11:00:00,687.96844
2024-03-30 12:00:00,689.73724
2024-03-30 13:00:00,687.8318
2024-03-30 14:00:00,687.0733
2024-03-30 15:00:00,686.2184
2024-03-30 16:00:00,676.79395
2024-03-30 17:00:00,686.04126
2024-03-30 18:00:00,684.93616
2024-03-30 19:00:00,688.2638
2024-03-30 20:00:00,682.8896
2024-03-30 21:00:00,684.7189
2024-03-30 22:00:00,680.299
2024-03-30 23:00:00,679.3522
2024-03-31 00:00:00,684.26276
2024-03-31 01:00:00,690.22784
2024-03-31 02:00:00,690.11804
2024-03-31 03:00:00,694.9296
2024-03-31 04:00:00,686.61487
2024-03-31 05:00:00,692.1575
2024-03-31 06:00:00,682.7576
2024-03-31 07:00:00,693.15375
2024-03-31 08:00:00,686.34125
2024-03-31 09:00:00,693.41473
2024-03-31 10:00:00,683.6704
2024-03-31 11:00:00,683.65436
2024-03-31 12:00:00,678.55664
2024-03-31 13:00:00,682.259
2024-03-31 14:00:00,684.38025
2024-03-31 15:00:00,681.2782
2024-03-31 16:00:00,680.3314
2024-03-31 17:00:00,679.5095
2024-03-31 18:00:00,679.4574
2024-03-31 19:00:00,677.5233
2024-03-31 20:00:00,673.88617
2024-03-31 21:00:00,670.4182
2024-03-31 22:00:00,667.93243
2024-03-31 23:00:00,668.7281
2024-04-01 00:00:00,670.6433
2024-04-01 01:00:00,672.9929
2024-04-01 02:00:00,670.1728
2024-04-01 03:00:00,672.4389
2024-04-01 04:00:00,667.89276
2024-04-01 05:00:00,666.29694
2024-04-01 06:00:00,669.7008
2024-04-01 07:00:00,675.3089
2024-04-01 08:00:00,677.0572
2024-04-01 09:00:00,674.4346
2024-04-01 10:00:00,667.6518
2024-04-01 11:00:00,664.87164
2024-04-01 12:00:00,667.51263
